,Entity,Code,Day,after_lockdown_start
8544,Austria,AUT,2020-06-01,1
8545,Austria,AUT,2020-06-02,1
8546,Austria,AUT,2020-06-03,1
8547,Austria,AUT,2020-06-04,1
8548,Austria,AUT,2020-06-05,1
8549,Austria,AUT,2020-06-06,1
8550,Austria,AUT,2020-06-07,1
8551,Austria,AUT,2020-06-08,1
8552,Austria,AUT,2020-06-09,1
8553,Austria,AUT,2020-06-10,1
8554,Austria,AUT,2020-06-11,1
8555,Austria,AUT,2020-06-12,1
8556,Austria,AUT,2020-06-13,1
8557,Austria,AUT,2020-06-14,1
8558,Austria,AUT,2020-06-15,1
8559,Austria,AUT,2020-06-16,1
8560,Austria,AUT,2020-06-17,1
8561,Austria,AUT,2020-06-18,1
8562,Austria,AUT,2020-06-19,1
8563,Austria,AUT,2020-06-20,1
8564,Austria,AUT,2020-06-21,1
8565,Austria,AUT,2020-06-22,1
8566,Austria,AUT,2020-06-23,1
8567,Austria,AUT,2020-06-24,1
8568,Austria,AUT,2020-06-25,1
8569,Austria,AUT,2020-06-26,1
8570,Austria,AUT,2020-06-27,1
8571,Austria,AUT,2020-06-28,1
8572,Austria,AUT,2020-06-29,1
8573,Austria,AUT,2020-06-30,1
8574,Austria,AUT,2020-07-01,1
8575,Austria,AUT,2020-07-02,1
8576,Austria,AUT,2020-07-03,1
8577,Austria,AUT,2020-07-04,1
8578,Austria,AUT,2020-07-05,1
8579,Austria,AUT,2020-07-06,1
8580,Austria,AUT,2020-07-07,1
8581,Austria,AUT,2020-07-08,1
8582,Austria,AUT,2020-07-09,1
8583,Austria,AUT,2020-07-10,1
8584,Austria,AUT,2020-07-11,1
8585,Austria,AUT,2020-07-12,1
8586,Austria,AUT,2020-07-13,1
8587,Austria,AUT,2020-07-14,1
8588,Austria,AUT,2020-07-15,1
8589,Austria,AUT,2020-07-16,1
8590,Austria,AUT,2020-07-17,1
8591,Austria,AUT,2020-07-18,1
8592,Austria,AUT,2020-07-19,1
8593,Austria,AUT,2020-07-20,1
8594,Austria,AUT,2020-07-21,1
8595,Austria,AUT,2020-07-22,1
8596,Austria,AUT,2020-07-23,1
8597,Austria,AUT,2020-07-24,1
8598,Austria,AUT,2020-07-25,1
8599,Austria,AUT,2020-07-26,1
8600,Austria,AUT,2020-07-27,1
8601,Austria,AUT,2020-07-28,1
8602,Austria,AUT,2020-07-29,1
8603,Austria,AUT,2020-07-30,1
8604,Austria,AUT,2020-07-31,1
8605,Austria,AUT,2020-08-01,1
8606,Austria,AUT,2020-08-02,1
8607,Austria,AUT,2020-08-03,1
8608,Austria,AUT,2020-08-04,1
8609,Austria,AUT,2020-08-05,1
8610,Austria,AUT,2020-08-06,1
8611,Austria,AUT,2020-08-07,1
8612,Austria,AUT,2020-08-08,1
8613,Austria,AUT,2020-08-09,1
8614,Austria,AUT,2020-08-10,1
8615,Austria,AUT,2020-08-11,1
8616,Austria,AUT,2020-08-12,1
8617,Austria,AUT,2020-08-13,1
8618,Austria,AUT,2020-08-14,1
8619,Austria,AUT,2020-08-15,1
8620,Austria,AUT,2020-08-16,1
8621,Austria,AUT,2020-08-17,1
8622,Austria,AUT,2020-08-18,1
8623,Austria,AUT,2020-08-19,1
8624,Austria,AUT,2020-08-20,1
8625,Austria,AUT,2020-08-21,1
8626,Austria,AUT,2020-08-22,1
8627,Austria,AUT,2020-08-23,1
8628,Austria,AUT,2020-08-24,1
8629,Austria,AUT,2020-08-25,1
8630,Austria,AUT,2020-08-26,1
8631,Austria,AUT,2020-08-27,1
8632,Austria,AUT,2020-08-28,1
8633,Austria,AUT,2020-08-29,1
8634,Austria,AUT,2020-08-30,1
8635,Austria,AUT,2020-08-31,1
8636,Austria,AUT,2020-09-01,1
8637,Austria,AUT,2020-09-02,1
8638,Austria,AUT,2020-09-03,1
8639,Austria,AUT,2020-09-04,1
8640,Austria,AUT,2020-09-05,1
8641,Austria,AUT,2020-09-06,1
8642,Austria,AUT,2020-09-07,1
8643,Austria,AUT,2020-09-08,1
8644,Austria,AUT,2020-09-09,1
8645,Austria,AUT,2020-09-10,1
8646,Austria,AUT,2020-09-11,1
8647,Austria,AUT,2020-09-12,1
8648,Austria,AUT,2020-09-13,1
8649,Austria,AUT,2020-09-14,1
8650,Austria,AUT,2020-09-15,1
8651,Austria,AUT,2020-09-16,1
8652,Austria,AUT,2020-09-17,1
8653,Austria,AUT,2020-09-18,1
8654,Austria,AUT,2020-09-19,1
8655,Austria,AUT,2020-09-20,1
8656,Austria,AUT,2020-09-21,1
8657,Austria,AUT,2020-09-22,1
8658,Austria,AUT,2020-09-23,1
8659,Austria,AUT,2020-09-24,1
8660,Austria,AUT,2020-09-25,1
8661,Austria,AUT,2020-09-26,1
8662,Austria,AUT,2020-09-27,1
8663,Austria,AUT,2020-09-28,1
8664,Austria,AUT,2020-09-29,1
8665,Austria,AUT,2020-09-30,1
8666,Austria,AUT,2020-10-01,1
8667,Austria,AUT,2020-10-02,1
8668,Austria,AUT,2020-10-03,1
8669,Austria,AUT,2020-10-04,1
8670,Austria,AUT,2020-10-05,1
8671,Austria,AUT,2020-10-06,1
8672,Austria,AUT,2020-10-07,1
8673,Austria,AUT,2020-10-08,1
8674,Austria,AUT,2020-10-09,1
8675,Austria,AUT,2020-10-10,1
8676,Austria,AUT,2020-10-11,1
8677,Austria,AUT,2020-10-12,1
8678,Austria,AUT,2020-10-13,1
8679,Austria,AUT,2020-10-14,1
8680,Austria,AUT,2020-10-15,1
8681,Austria,AUT,2020-10-16,1
8682,Austria,AUT,2020-10-17,1
8683,Austria,AUT,2020-10-18,1
8684,Austria,AUT,2020-10-19,1
8685,Austria,AUT,2020-10-20,1
8686,Austria,AUT,2020-10-21,1
8687,Austria,AUT,2020-10-22,1
8688,Austria,AUT,2020-10-23,1
8689,Austria,AUT,2020-10-24,1
8690,Austria,AUT,2020-10-25,1
8691,Austria,AUT,2020-10-26,1
8692,Austria,AUT,2020-10-27,1
8693,Austria,AUT,2020-10-28,1
8694,Austria,AUT,2020-10-29,1
8695,Austria,AUT,2020-10-30,1
8696,Austria,AUT,2020-10-31,1
8697,Austria,AUT,2020-11-01,1
8698,Austria,AUT,2020-11-02,1
8699,Austria,AUT,2020-11-03,1
8700,Austria,AUT,2020-11-04,1
8701,Austria,AUT,2020-11-05,1
8702,Austria,AUT,2020-11-06,1
8703,Austria,AUT,2020-11-07,1
8704,Austria,AUT,2020-11-08,1
8705,Austria,AUT,2020-11-09,1
8706,Austria,AUT,2020-11-10,1
8707,Austria,AUT,2020-11-11,1
8708,Austria,AUT,2020-11-12,1
8709,Austria,AUT,2020-11-13,1
8710,Austria,AUT,2020-11-14,1
8711,Austria,AUT,2020-11-15,1
8712,Austria,AUT,2020-11-16,1
8713,Austria,AUT,2020-11-17,1
8714,Austria,AUT,2020-11-18,1
8715,Austria,AUT,2020-11-19,1
8716,Austria,AUT,2020-11-20,1
8717,Austria,AUT,2020-11-21,1
8718,Austria,AUT,2020-11-22,1
8719,Austria,AUT,2020-11-23,1
8720,Austria,AUT,2020-11-24,1
8721,Austria,AUT,2020-11-25,1
8722,Austria,AUT,2020-11-26,1
8723,Austria,AUT,2020-11-27,1
8724,Austria,AUT,2020-11-28,1
8725,Austria,AUT,2020-11-29,1
8726,Austria,AUT,2020-11-30,1
8727,Austria,AUT,2020-12-01,1
8728,Austria,AUT,2020-12-02,1
8729,Austria,AUT,2020-12-03,1
8730,Austria,AUT,2020-12-04,1
8731,Austria,AUT,2020-12-05,1
8732,Austria,AUT,2020-12-06,1
8733,Austria,AUT,2020-12-07,1
8734,Austria,AUT,2020-12-08,1
8735,Austria,AUT,2020-12-09,1
8736,Austria,AUT,2020-12-10,1
8737,Austria,AUT,2020-12-11,1
8738,Austria,AUT,2020-12-12,1
8739,Austria,AUT,2020-12-13,1
8740,Austria,AUT,2020-12-14,1
8741,Austria,AUT,2020-12-15,1
8742,Austria,AUT,2020-12-16,1
8743,Austria,AUT,2020-12-17,1
8744,Austria,AUT,2020-12-18,1
8745,Austria,AUT,2020-12-19,1
8746,Austria,AUT,2020-12-20,1
8747,Austria,AUT,2020-12-21,1
8748,Austria,AUT,2020-12-22,1
8749,Austria,AUT,2020-12-23,1
8750,Austria,AUT,2020-12-24,1
8751,Austria,AUT,2020-12-25,1
8752,Austria,AUT,2020-12-26,1
8753,Austria,AUT,2020-12-27,1
8754,Austria,AUT,2020-12-28,1
8755,Austria,AUT,2020-12-29,1
8756,Austria,AUT,2020-12-30,1
8757,Austria,AUT,2020-12-31,1
8758,Austria,AUT,2021-01-01,1
8759,Austria,AUT,2021-01-02,1
8760,Austria,AUT,2021-01-03,1
8761,Austria,AUT,2021-01-04,1
8762,Austria,AUT,2021-01-05,1
8763,Austria,AUT,2021-01-06,1
8764,Austria,AUT,2021-01-07,1
8765,Austria,AUT,2021-01-08,1
8766,Austria,AUT,2021-01-09,1
8767,Austria,AUT,2021-01-10,1
8768,Austria,AUT,2021-01-11,1
8769,Austria,AUT,2021-01-12,1
8770,Austria,AUT,2021-01-13,1
8771,Austria,AUT,2021-01-14,1
8772,Austria,AUT,2021-01-15,1
8773,Austria,AUT,2021-01-16,1
8774,Austria,AUT,2021-01-17,1
8775,Austria,AUT,2021-01-18,1
8776,Austria,AUT,2021-01-19,1
8777,Austria,AUT,2021-01-20,1
8778,Austria,AUT,2021-01-21,1
8779,Austria,AUT,2021-01-22,1
8780,Austria,AUT,2021-01-23,1
8781,Austria,AUT,2021-01-24,1
8782,Austria,AUT,2021-01-25,1
8783,Austria,AUT,2021-01-26,1
8784,Austria,AUT,2021-01-27,1
8785,Austria,AUT,2021-01-28,1
8786,Austria,AUT,2021-01-29,1
8787,Austria,AUT,2021-01-30,1
8788,Austria,AUT,2021-01-31,1
8789,Austria,AUT,2021-02-01,1
8790,Austria,AUT,2021-02-02,1
8791,Austria,AUT,2021-02-03,1
8792,Austria,AUT,2021-02-04,1
8793,Austria,AUT,2021-02-05,1
8794,Austria,AUT,2021-02-06,1
8795,Austria,AUT,2021-02-07,1
8796,Austria,AUT,2021-02-08,1
8797,Austria,AUT,2021-02-09,1
8798,Austria,AUT,2021-02-10,1
8799,Austria,AUT,2021-02-11,1
8800,Austria,AUT,2021-02-12,1
8801,Austria,AUT,2021-02-13,1
8802,Austria,AUT,2021-02-14,1
8803,Austria,AUT,2021-02-15,1
8804,Austria,AUT,2021-02-16,1
8805,Austria,AUT,2021-02-17,1
8806,Austria,AUT,2021-02-18,1
8807,Austria,AUT,2021-02-19,1
8808,Austria,AUT,2021-02-20,1
8809,Austria,AUT,2021-02-21,1
8810,Austria,AUT,2021-02-22,1
8811,Austria,AUT,2021-02-23,1
8812,Austria,AUT,2021-02-24,1
8813,Austria,AUT,2021-02-25,1
8814,Austria,AUT,2021-02-26,1
8815,Austria,AUT,2021-02-27,1
8816,Austria,AUT,2021-02-28,1
8817,Austria,AUT,2021-03-01,1
8818,Austria,AUT,2021-03-02,1
8819,Austria,AUT,2021-03-03,1
8820,Austria,AUT,2021-03-04,1
8821,Austria,AUT,2021-03-05,1
8822,Austria,AUT,2021-03-06,1
8823,Austria,AUT,2021-03-07,1
8824,Austria,AUT,2021-03-08,1
8825,Austria,AUT,2021-03-09,1
8826,Austria,AUT,2021-03-10,1
8827,Austria,AUT,2021-03-11,1
8828,Austria,AUT,2021-03-12,1
8829,Austria,AUT,2021-03-13,1
8830,Austria,AUT,2021-03-14,1
8831,Austria,AUT,2021-03-15,1
8832,Austria,AUT,2021-03-16,1
8833,Austria,AUT,2021-03-17,1
8834,Austria,AUT,2021-03-18,1
8835,Austria,AUT,2021-03-19,1
8836,Austria,AUT,2021-03-20,1
8837,Austria,AUT,2021-03-21,1
8838,Austria,AUT,2021-03-22,1
8839,Austria,AUT,2021-03-23,1
8840,Austria,AUT,2021-03-24,1
8841,Austria,AUT,2021-03-25,1
8842,Austria,AUT,2021-03-26,1
8843,Austria,AUT,2021-03-27,1
8844,Austria,AUT,2021-03-28,1
8845,Austria,AUT,2021-03-29,1
8846,Austria,AUT,2021-03-30,1
8847,Austria,AUT,2021-03-31,1
8848,Austria,AUT,2021-04-01,1
8849,Austria,AUT,2021-04-02,1
8850,Austria,AUT,2021-04-03,1
8851,Austria,AUT,2021-04-04,1
8852,Austria,AUT,2021-04-05,1
8853,Austria,AUT,2021-04-06,1
8854,Austria,AUT,2021-04-07,1
8855,Austria,AUT,2021-04-08,1
8856,Austria,AUT,2021-04-09,1
8857,Austria,AUT,2021-04-10,1
8858,Austria,AUT,2021-04-11,1
8859,Austria,AUT,2021-04-12,1
8860,Austria,AUT,2021-04-13,1
8861,Austria,AUT,2021-04-14,1
8862,Austria,AUT,2021-04-15,1
8863,Austria,AUT,2021-04-16,1
8864,Austria,AUT,2021-04-17,1
8865,Austria,AUT,2021-04-18,1
8866,Austria,AUT,2021-04-19,1
8867,Austria,AUT,2021-04-20,1
8868,Austria,AUT,2021-04-21,1
8869,Austria,AUT,2021-04-22,1
8870,Austria,AUT,2021-04-23,1
8871,Austria,AUT,2021-04-24,1
8872,Austria,AUT,2021-04-25,1
8873,Austria,AUT,2021-04-26,1
8874,Austria,AUT,2021-04-27,1
8875,Austria,AUT,2021-04-28,1
8876,Austria,AUT,2021-04-29,1
8877,Austria,AUT,2021-04-30,1
8878,Austria,AUT,2021-05-01,1
8879,Austria,AUT,2021-05-02,1
8880,Austria,AUT,2021-05-03,1
8881,Austria,AUT,2021-05-04,1
8882,Austria,AUT,2021-05-05,1
8883,Austria,AUT,2021-05-06,1
8884,Austria,AUT,2021-05-07,1
8885,Austria,AUT,2021-05-08,1
8886,Austria,AUT,2021-05-09,1
8887,Austria,AUT,2021-05-10,1
8888,Austria,AUT,2021-05-11,1
8889,Austria,AUT,2021-05-12,1
8890,Austria,AUT,2021-05-13,1
8891,Austria,AUT,2021-05-14,1
8892,Austria,AUT,2021-05-15,1
8893,Austria,AUT,2021-05-16,1
8894,Austria,AUT,2021-05-17,1
8895,Austria,AUT,2021-05-18,1
8896,Austria,AUT,2021-05-19,1
8897,Austria,AUT,2021-05-20,1
8898,Austria,AUT,2021-05-21,1
8899,Austria,AUT,2021-05-22,1
8900,Austria,AUT,2021-05-23,1
8901,Austria,AUT,2021-05-24,1
8902,Austria,AUT,2021-05-25,1
8903,Austria,AUT,2021-05-26,1
8904,Austria,AUT,2021-05-27,1
8905,Austria,AUT,2021-05-28,1
8906,Austria,AUT,2021-05-29,1
8907,Austria,AUT,2021-05-30,1
8908,Austria,AUT,2021-05-31,1
8909,Austria,AUT,2021-06-01,1
8910,Austria,AUT,2021-06-02,1
8911,Austria,AUT,2021-06-03,1
8912,Austria,AUT,2021-06-04,1
8913,Austria,AUT,2021-06-05,1
8914,Austria,AUT,2021-06-06,1
8915,Austria,AUT,2021-06-07,1
8916,Austria,AUT,2021-06-08,1
8917,Austria,AUT,2021-06-09,1
8918,Austria,AUT,2021-06-10,1
8919,Austria,AUT,2021-06-11,1
8920,Austria,AUT,2021-06-12,1
8921,Austria,AUT,2021-06-13,1
8922,Austria,AUT,2021-06-14,1
8923,Austria,AUT,2021-06-15,1
8924,Austria,AUT,2021-06-16,1
8925,Austria,AUT,2021-06-17,1
8926,Austria,AUT,2021-06-18,1
8927,Austria,AUT,2021-06-19,1
8928,Austria,AUT,2021-06-20,1
8929,Austria,AUT,2021-06-21,1
8930,Austria,AUT,2021-06-22,1
8931,Austria,AUT,2021-06-23,1
8932,Austria,AUT,2021-06-24,1
8933,Austria,AUT,2021-06-25,1
8934,Austria,AUT,2021-06-26,1
8935,Austria,AUT,2021-06-27,1
8936,Austria,AUT,2021-06-28,1
8937,Austria,AUT,2021-06-29,1
8938,Austria,AUT,2021-06-30,1
8939,Austria,AUT,2021-07-01,1
8940,Austria,AUT,2021-07-02,1
8941,Austria,AUT,2021-07-03,1
8942,Austria,AUT,2021-07-04,1
8943,Austria,AUT,2021-07-05,1
8944,Austria,AUT,2021-07-06,1
8945,Austria,AUT,2021-07-07,1
8946,Austria,AUT,2021-07-08,1
8947,Austria,AUT,2021-07-09,1
8948,Austria,AUT,2021-07-10,1
8949,Austria,AUT,2021-07-11,1
8950,Austria,AUT,2021-07-12,1
8951,Austria,AUT,2021-07-13,1
8952,Austria,AUT,2021-07-14,1
8953,Austria,AUT,2021-07-15,1
8954,Austria,AUT,2021-07-16,1
8955,Austria,AUT,2021-07-17,1
8956,Austria,AUT,2021-07-18,1
8957,Austria,AUT,2021-07-19,1
8958,Austria,AUT,2021-07-20,1
8959,Austria,AUT,2021-07-21,1
8960,Austria,AUT,2021-07-22,1
8961,Austria,AUT,2021-07-23,1
8962,Austria,AUT,2021-07-24,1
8963,Austria,AUT,2021-07-25,1
8964,Austria,AUT,2021-07-26,1
8965,Austria,AUT,2021-07-27,1
8966,Austria,AUT,2021-07-28,1
8967,Austria,AUT,2021-07-29,1
8968,Austria,AUT,2021-07-30,1
8969,Austria,AUT,2021-07-31,1
8970,Austria,AUT,2021-08-01,1
8971,Austria,AUT,2021-08-02,1
8972,Austria,AUT,2021-08-03,1
8973,Austria,AUT,2021-08-04,1
8974,Austria,AUT,2021-08-05,1
8975,Austria,AUT,2021-08-06,1
8976,Austria,AUT,2021-08-07,1
8977,Austria,AUT,2021-08-08,1
8978,Austria,AUT,2021-08-09,1
8979,Austria,AUT,2021-08-10,1
8980,Austria,AUT,2021-08-11,1
8981,Austria,AUT,2021-08-12,1
8982,Austria,AUT,2021-08-13,1
8983,Austria,AUT,2021-08-14,1
8984,Austria,AUT,2021-08-15,1
8985,Austria,AUT,2021-08-16,1
8986,Austria,AUT,2021-08-17,1
8987,Austria,AUT,2021-08-18,1
8988,Austria,AUT,2021-08-19,1
8989,Austria,AUT,2021-08-20,1
8990,Austria,AUT,2021-08-21,1
8991,Austria,AUT,2021-08-22,1
8992,Austria,AUT,2021-08-23,1
8993,Austria,AUT,2021-08-24,1
8994,Austria,AUT,2021-08-25,1
8995,Austria,AUT,2021-08-26,1
8996,Austria,AUT,2021-08-27,1
8997,Austria,AUT,2021-08-28,1
8998,Austria,AUT,2021-08-29,1
8999,Austria,AUT,2021-08-30,1
9000,Austria,AUT,2021-08-31,1
9001,Austria,AUT,2021-09-01,1
9002,Austria,AUT,2021-09-02,1
9003,Austria,AUT,2021-09-03,1
9004,Austria,AUT,2021-09-04,1
9005,Austria,AUT,2021-09-05,1
9006,Austria,AUT,2021-09-06,1
9007,Austria,AUT,2021-09-07,1
9008,Austria,AUT,2021-09-08,1
9009,Austria,AUT,2021-09-09,1
9010,Austria,AUT,2021-09-10,1
9011,Austria,AUT,2021-09-11,1
9012,Austria,AUT,2021-09-12,1
9013,Austria,AUT,2021-09-13,1
9014,Austria,AUT,2021-09-14,1
9015,Austria,AUT,2021-09-15,1
9016,Austria,AUT,2021-09-16,1
9017,Austria,AUT,2021-09-17,1
9018,Austria,AUT,2021-09-18,1
9019,Austria,AUT,2021-09-19,1
9020,Austria,AUT,2021-09-20,1
9021,Austria,AUT,2021-09-21,1
9022,Austria,AUT,2021-09-22,1
9023,Austria,AUT,2021-09-23,1
9024,Austria,AUT,2021-09-24,1
9025,Austria,AUT,2021-09-25,1
9026,Austria,AUT,2021-09-26,1
9027,Austria,AUT,2021-09-27,1
9028,Austria,AUT,2021-09-28,1
9029,Austria,AUT,2021-09-29,1
9030,Austria,AUT,2021-09-30,1
9031,Austria,AUT,2021-10-01,1
9032,Austria,AUT,2021-10-02,1
9033,Austria,AUT,2021-10-03,1
9034,Austria,AUT,2021-10-04,1
9035,Austria,AUT,2021-10-05,1
9036,Austria,AUT,2021-10-06,1
9037,Austria,AUT,2021-10-07,1
9038,Austria,AUT,2021-10-08,1
9039,Austria,AUT,2021-10-09,1
9040,Austria,AUT,2021-10-10,1
9041,Austria,AUT,2021-10-11,1
9042,Austria,AUT,2021-10-12,1
9043,Austria,AUT,2021-10-13,1
9044,Austria,AUT,2021-10-14,1
9045,Austria,AUT,2021-10-15,1
9046,Austria,AUT,2021-10-16,1
9047,Austria,AUT,2021-10-17,1
9048,Austria,AUT,2021-10-18,1
9049,Austria,AUT,2021-10-19,1
9050,Austria,AUT,2021-10-20,1
9051,Austria,AUT,2021-10-21,1
9052,Austria,AUT,2021-10-22,1
9053,Austria,AUT,2021-10-23,1
9054,Austria,AUT,2021-10-24,1
9055,Austria,AUT,2021-10-25,1
9056,Austria,AUT,2021-10-26,1
9057,Austria,AUT,2021-10-27,1
9058,Austria,AUT,2021-10-28,1
9059,Austria,AUT,2021-10-29,1
9060,Austria,AUT,2021-10-30,1
9061,Austria,AUT,2021-10-31,1
9062,Austria,AUT,2021-11-01,1
9063,Austria,AUT,2021-11-02,1
9064,Austria,AUT,2021-11-03,1
9065,Austria,AUT,2021-11-04,1
9066,Austria,AUT,2021-11-05,1
9067,Austria,AUT,2021-11-06,1
9068,Austria,AUT,2021-11-07,1
9069,Austria,AUT,2021-11-08,1
9070,Austria,AUT,2021-11-09,1
9071,Austria,AUT,2021-11-10,1
9072,Austria,AUT,2021-11-11,1
9073,Austria,AUT,2021-11-12,1
9074,Austria,AUT,2021-11-13,1
9075,Austria,AUT,2021-11-14,1
9076,Austria,AUT,2021-11-15,1
9077,Austria,AUT,2021-11-16,1
9078,Austria,AUT,2021-11-17,1
9079,Austria,AUT,2021-11-18,1
9080,Austria,AUT,2021-11-19,1
9081,Austria,AUT,2021-11-20,1
9082,Austria,AUT,2021-11-21,1
9083,Austria,AUT,2021-11-22,1
9084,Austria,AUT,2021-11-23,1
9085,Austria,AUT,2021-11-24,1
9086,Austria,AUT,2021-11-25,1
9087,Austria,AUT,2021-11-26,1
9088,Austria,AUT,2021-11-27,1
9089,Austria,AUT,2021-11-28,1
